"subscription_id","account_id","start_date","end_date","is_active","plan_tier","billing_frequency","seats","mrr_amount","arr_amount","is_trial","upgrade_flag","downgrade_flag","churn_flag","signup_date","country","industry","channel"
S-783694,A-fa3095,2023-12-18,,1,Enterprise,annual,70,13930,167160,false,false,false,false,2023-09-03,US,FinTech,ads
S-9c5590,A-9affe6,2024-06-09,,1,Enterprise,annual,7,1393,16716,false,false,false,false,2023-03-22,US,Cybersecurity,other
S-b7c506,A-c37cab,2024-09-27,,1,Basic,monthly,30,570,6840,false,false,false,false,2024-07-29,UK,Cybersecurity,event
S-48ce17,A-d42431,2024-12-08,,1,Enterprise,annual,22,4378,52536,false,false,false,false,2024-06-09,FR,FinTech,ads
S-a2aa70,A-4d1e75,2024-12-17,,1,Pro,monthly,47,0,0,true,false,false,false,2024-08-21,US,DevTools,other
S-6ff09c,A-d62e02,2024-12-11,,1,Basic,annual,16,304,3648,false,false,false,false,2024-08-20,US,Cybersecurity,partner
S-b40b4d,A-9f0b68,2024-08-09,,1,Basic,monthly,36,684,8208,false,false,false,false,2024-04-28,US,EdTech,ads
S-c51ab8,A-82861f,2024-11-19,,1,Enterprise,annual,41,8159,97908,false,false,false,false,2024-04-25,UK,DevTools,organic
S-07ace5,A-71615e,2024-09-21,,1,Enterprise,monthly,32,6368,76416,false,false,false,false,2024-05-18,US,EdTech,organic
S-e715bb,A-6a4e2d,2023-11-15,,1,Basic,monthly,14,266,3192,false,false,false,false,2023-04-07,UK,EdTech,partner
S-fcfb31,A-089363,2023-10-03,,1,Enterprise,monthly,31,0,0,true,false,false,false,2023-05-06,AU,FinTech,event
S-8cb02e,A-de24d5,2024-12-09,2024-12-21,0,Pro,annual,77,3773,45276,false,false,false,true,2024-11-05,US,DevTools,other
S-79ba6e,A-fd7ad3,2024-11-14,,1,Enterprise,annual,24,0,0,true,false,false,false,2024-11-01,US,Cybersecurity,event
S-4f2ca8,A-544d0a,2024-09-24,,1,Enterprise,annual,64,12736,152832,false,false,false,false,2024-05-02,US,DevTools,organic
S-c97604,A-d77f4c,2024-05-04,,1,Enterprise,annual,13,2587,31044,false,false,false,false,2023-09-25,US,DevTools,partner
S-595693,A-2d4502,2024-09-25,,1,Basic,annual,67,0,0,true,false,false,false,2024-04-29,IN,FinTech,event
S-276d44,A-87aa7b,2024-06-17,,1,Pro,monthly,24,1176,14112,false,false,false,false,2024-05-16,US,HealthTech,organic
S-6c9ec4,A-b9eed8,2024-11-30,,1,Basic,monthly,18,342,4104,false,false,false,false,2024-02-23,US,Cybersecurity,organic
S-e33883,A-f9cc74,2024-12-22,,1,Pro,monthly,30,0,0,true,false,false,false,2024-10-12,FR,DevTools,partner
S-c25e9d,A-cc1d8d,2024-12-17,,1,Basic,monthly,5,95,1140,false,false,false,false,2024-12-08,US,FinTech,other
S-1d7e7f,A-d922bf,2024-09-01,2024-10-21,0,Enterprise,annual,15,2985,35820,false,false,false,true,2023-09-08,US,HealthTech,ads
S-c9199e,A-d4ac0e,2024-11-01,,1,Pro,annual,33,1617,19404,false,true,false,false,2024-04-20,UK,DevTools,ads
S-cdc347,A-8ed5dd,2024-01-31,,1,Enterprise,monthly,5,995,11940,false,false,false,false,2023-06-29,UK,EdTech,event
S-3df0c3,A-922109,2024-04-06,,1,Basic,annual,72,1368,16416,false,false,false,false,2024-01-26,US,Cybersecurity,ads
S-ea4844,A-c16b88,2024-06-03,,1,Pro,monthly,23,1127,13524,false,false,false,false,2023-12-02,US,HealthTech,event
S-a1d3ad,A-8ae05d,2024-06-09,,1,Basic,monthly,86,0,0,true,false,false,false,2024-04-06,IN,FinTech,other
S-19b415,A-f446b6,2023-05-28,,1,Basic,annual,30,570,6840,false,false,false,false,2023-05-12,DE,DevTools,ads
S-4df6ec,A-c9bb3e,2024-11-02,,1,Basic,monthly,10,190,2280,false,false,false,false,2024-03-24,US,EdTech,ads
S-8dfd77,A-2922b6,2024-12-25,,1,Pro,annual,20,980,11760,false,true,false,false,2024-11-14,US,HealthTech,organic
S-126e7e,A-0f7d77,2024-12-21,,1,Enterprise,monthly,7,1393,16716,false,false,false,false,2024-10-28,IN,FinTech,partner
S-b608f5,A-977ca0,2024-07-25,,1,Pro,annual,31,1519,18228,false,false,false,false,2023-02-20,IN,HealthTech,partner
S-1c45b4,A-13466a,2024-04-20,,1,Basic,monthly,65,0,0,true,false,false,false,2023-10-22,AU,DevTools,event
S-4a8fda,A-e1462e,2024-11-20,,1,Basic,annual,15,285,3420,false,false,false,false,2023-03-12,UK,FinTech,partner
S-ccc10f,A-87aa7b,2024-11-19,,1,Basic,annual,24,456,5472,false,false,false,false,2024-05-16,US,HealthTech,organic
S-689032,A-410e86,2024-12-14,2024-12-25,0,Enterprise,monthly,24,0,0,true,false,false,true,2024-11-10,US,FinTech,organic
S-5e5ff0,A-832ec2,2024-09-04,,1,Pro,annual,6,0,0,true,false,false,false,2023-11-19,UK,FinTech,event
S-bf43b4,A-6f8ad2,2024-12-04,,1,Pro,monthly,41,2009,24108,false,false,false,false,2024-07-09,IN,EdTech,organic
S-379d32,A-a8b49c,2024-10-13,,1,Enterprise,annual,22,4378,52536,false,true,false,false,2023-10-06,UK,Cybersecurity,partner
S-0adca9,A-b3fe05,2024-10-07,,1,Basic,monthly,55,1045,12540,false,false,false,false,2024-05-28,CA,Cybersecurity,partner
S-413a1d,A-7df7a7,2024-05-25,,1,Enterprise,monthly,7,1393,16716,false,false,true,false,2023-01-28,US,DevTools,organic
S-8451e7,A-82861f,2024-10-04,,1,Enterprise,annual,41,8159,97908,false,false,false,false,2024-04-25,UK,DevTools,organic
S-9c0df6,A-883b7d,2024-04-24,2024-09-07,0,Pro,monthly,41,2009,24108,false,false,false,true,2024-03-28,IN,Cybersecurity,other
S-be0fc9,A-e693b6,2024-08-31,,1,Enterprise,annual,55,0,0,true,false,false,false,2023-05-25,AU,FinTech,event
S-e3903e,A-6da850,2024-10-16,2024-12-08,0,Pro,annual,31,1519,18228,false,false,false,true,2023-10-07,IN,FinTech,organic
S-8fcce1,A-ccb686,2024-06-20,,1,Pro,monthly,19,931,11172,false,false,true,false,2024-01-22,US,DevTools,other
S-3279f1,A-c4ea60,2024-11-09,,1,Enterprise,annual,18,3582,42984,false,false,false,false,2023-03-09,DE,FinTech,other
S-0da40c,A-6e7827,2024-10-23,2024-10-30,0,Pro,annual,50,2450,29400,false,false,false,true,2023-03-26,US,DevTools,other
S-343bab,A-f1f639,2023-08-18,,1,Enterprise,monthly,5,995,11940,false,false,false,false,2023-02-26,US,EdTech,ads
S-b2d7c6,A-c9bb3e,2024-08-20,,1,Enterprise,monthly,28,0,0,true,true,false,false,2024-03-24,US,EdTech,ads
S-d322a2,A-4c6f11,2024-08-01,,1,Basic,monthly,24,456,5472,false,false,false,false,2023-11-27,CA,FinTech,organic
S-b76de2,A-993085,2023-08-18,,1,Pro,annual,31,1519,18228,false,false,false,false,2023-06-01,US,HealthTech,ads
S-64dcb7,A-f92792,2024-12-08,,1,Pro,annual,8,392,4704,false,false,false,false,2024-07-04,US,FinTech,ads
S-969f4c,A-b11cd0,2023-10-10,2024-10-23,0,Basic,monthly,26,0,0,true,false,false,true,2023-01-20,US,DevTools,ads
S-b2409c,A-dcc2f0,2024-01-16,,1,Enterprise,monthly,15,2985,35820,false,false,false,false,2023-07-22,UK,FinTech,organic
S-430691,A-4814a3,2024-11-13,,1,Pro,monthly,87,4263,51156,false,false,false,false,2024-09-17,IN,Cybersecurity,event
S-4bb483,A-9f9299,2024-10-06,,1,Enterprise,monthly,28,5572,66864,false,false,false,false,2023-09-02,US,FinTech,organic
S-4ed473,A-bcf664,2023-11-20,2023-12-06,0,Enterprise,annual,12,2388,28656,false,false,false,true,2023-05-19,US,DevTools,other
S-223221,A-2bc93d,2023-08-09,,1,Enterprise,monthly,40,7960,95520,false,false,false,false,2023-03-14,US,HealthTech,event
S-5eaab8,A-0f3e88,2024-12-11,2024-12-23,0,Pro,monthly,7,343,4116,false,false,false,true,2023-07-23,US,HealthTech,other
S-f5bd45,A-b7b7b7,2024-10-20,,1,Enterprise,monthly,39,7761,93132,false,false,false,false,2024-06-30,US,FinTech,event
S-a6285f,A-039727,2024-12-08,,1,Enterprise,annual,30,5970,71640,false,false,false,false,2024-11-02,AU,EdTech,organic
S-dc2418,A-35083d,2024-01-23,,1,Basic,monthly,34,646,7752,false,false,false,false,2023-04-28,IN,HealthTech,partner
S-d0d19f,A-157070,2024-07-03,,1,Pro,annual,33,0,0,true,false,false,false,2023-11-09,US,FinTech,ads
S-e73303,A-ba6516,2024-06-28,,1,Enterprise,monthly,38,7562,90744,false,false,false,false,2023-10-29,US,FinTech,ads
S-7f15a3,A-53f4e3,2024-12-05,,1,Enterprise,annual,13,2587,31044,false,false,false,false,2024-06-14,UK,Cybersecurity,event
S-ee941d,A-241e75,2024-09-08,,1,Basic,annual,14,266,3192,false,false,false,false,2024-07-03,US,EdTech,partner
S-ccf11b,A-a0ca4e,2024-08-02,,1,Pro,annual,11,539,6468,false,false,false,false,2024-03-08,US,Cybersecurity,ads
S-a9ec8b,A-e3bd71,2024-02-11,,1,Enterprise,monthly,31,6169,74028,false,false,false,false,2023-03-25,US,Cybersecurity,partner
S-d959d3,A-3b5cd1,2024-12-24,,1,Enterprise,annual,21,4179,50148,false,false,false,false,2023-09-12,US,FinTech,event
S-124336,A-9f0b68,2024-11-30,,1,Pro,annual,18,0,0,true,true,false,false,2024-04-28,US,EdTech,ads
S-5cb8a6,A-9779ad,2024-08-14,,1,Pro,monthly,40,1960,23520,false,false,false,false,2024-03-29,AU,Cybersecurity,event
S-aced77,A-5c046d,2024-12-20,,1,Enterprise,annual,93,18507,222084,false,false,false,false,2024-07-06,FR,EdTech,partner
S-a6e444,A-81edc3,2024-11-28,,1,Enterprise,monthly,5,995,11940,false,false,false,false,2023-10-30,IN,Cybersecurity,ads
S-4f7b91,A-5247b3,2024-06-19,,1,Enterprise,annual,16,3184,38208,false,true,false,false,2024-03-12,UK,FinTech,partner
S-8f8c47,A-e6afc1,2023-08-27,,1,Pro,monthly,28,0,0,true,false,false,false,2023-02-24,US,DevTools,ads
S-b9ea73,A-b30291,2024-04-09,,1,Basic,monthly,5,95,1140,false,false,false,false,2024-04-05,US,HealthTech,event
S-97efb2,A-410e86,2024-11-16,2024-11-22,0,Enterprise,annual,24,4776,57312,false,false,false,true,2024-11-10,US,FinTech,organic
S-76c7da,A-88c6ca,2024-11-22,,1,Enterprise,annual,11,0,0,true,false,false,false,2024-10-25,DE,FinTech,ads
S-334ceb,A-bece89,2024-03-08,,1,Basic,monthly,26,494,5928,false,false,false,false,2023-12-01,IN,Cybersecurity,event
S-09223a,A-e40f45,2024-06-04,,1,Basic,monthly,21,399,4788,false,false,false,false,2024-04-18,US,HealthTech,organic
S-2fcf09,A-d792a6,2024-09-27,,1,Enterprise,monthly,58,0,0,true,false,false,false,2023-01-23,US,DevTools,organic
S-e740b4,A-5c9849,2024-11-10,,1,Basic,monthly,65,1235,14820,false,false,false,false,2024-11-03,IN,EdTech,partner
S-150c71,A-4437e4,2024-08-17,,1,Enterprise,monthly,11,2189,26268,false,true,false,false,2023-09-16,US,Cybersecurity,event
S-6ba608,A-e7beab,2023-12-15,,1,Enterprise,monthly,11,2189,26268,false,false,false,false,2023-10-20,DE,EdTech,organic
S-e0bfb1,A-029f69,2024-08-04,2024-08-23,0,Pro,annual,21,1029,12348,false,false,false,true,2024-03-07,CA,Cybersecurity,event
S-1e15d1,A-700ade,2024-11-17,2024-12-31,0,Pro,annual,25,1225,14700,false,false,false,true,2024-10-31,UK,Cybersecurity,organic
S-7d9605,A-fb186e,2024-11-16,,1,Basic,annual,33,0,0,true,false,false,false,2024-10-27,IN,EdTech,organic
S-0ae33f,A-075038,2023-07-14,,1,Pro,annual,103,5047,60564,false,false,false,false,2023-05-12,UK,HealthTech,ads
S-eff018,A-0532a9,2024-10-02,,1,Pro,annual,19,931,11172,false,false,true,false,2024-09-25,IN,FinTech,event
S-08a3d4,A-faa28c,2024-09-11,,1,Basic,annual,49,931,11172,false,false,false,false,2024-01-30,US,HealthTech,organic
S-48d1f2,A-e08cd3,2024-10-16,,1,Enterprise,annual,67,13333,159996,false,false,false,false,2024-09-21,US,FinTech,ads
S-92dbcc,A-faa28c,2024-12-25,,1,Pro,monthly,48,2352,28224,false,false,false,false,2024-01-30,US,HealthTech,organic
S-da164e,A-9174e0,2024-12-21,,1,Pro,monthly,37,1813,21756,false,false,false,false,2024-12-04,US,Cybersecurity,partner
S-3dc066,A-dcc3f1,2024-11-20,,1,Basic,annual,21,399,4788,false,false,false,false,2023-12-27,US,HealthTech,event
S-4fd561,A-0dbdc6,2023-11-04,,1,Basic,monthly,30,570,6840,false,false,false,false,2023-02-12,DE,Cybersecurity,other
S-feb4b0,A-a45270,2024-07-12,,1,Enterprise,annual,10,1990,23880,false,false,false,false,2024-06-24,US,HealthTech,ads
S-3ba19e,A-075038,2024-08-10,,1,Basic,annual,49,0,0,true,false,false,false,2023-05-12,UK,HealthTech,ads
S-461988,A-02cd81,2024-03-28,,1,Basic,annual,44,836,10032,false,false,false,false,2024-03-28,IN,HealthTech,other
S-0b6899,A-313be3,2024-01-31,,1,Enterprise,annual,47,9353,112236,false,false,false,false,2023-11-15,US,EdTech,partner
S-bff540,A-798a3f,2024-05-06,,1,Enterprise,monthly,12,2388,28656,false,false,false,false,2023-10-19,FR,DevTools,other
S-a57b2c,A-fd9422,2024-12-11,,1,Pro,annual,58,0,0,true,false,false,false,2024-04-04,US,Cybersecurity,organic
S-e8776c,A-c222ab,2024-12-12,,1,Enterprise,monthly,32,6368,76416,false,false,false,false,2024-05-10,US,Cybersecurity,other
S-de9e50,A-67be94,2023-11-21,,1,Basic,annual,41,779,9348,false,false,false,false,2023-04-04,US,EdTech,organic
S-429220,A-18793f,2024-12-29,,1,Pro,monthly,148,7252,87024,false,false,false,false,2024-12-18,US,EdTech,organic
S-601f31,A-625d0b,2024-11-09,,1,Pro,annual,14,686,8232,false,false,false,false,2024-09-02,AU,EdTech,ads
S-8dd1f6,A-098560,2024-03-24,,1,Pro,monthly,12,588,7056,false,false,false,false,2023-10-21,UK,DevTools,ads
S-ff109c,A-df1e44,2024-04-09,,1,Pro,annual,12,588,7056,false,false,false,false,2024-02-23,UK,Cybersecurity,organic
S-556071,A-9077b0,2024-12-20,2024-12-30,0,Pro,monthly,63,0,0,true,false,false,true,2024-08-25,US,HealthTech,ads
S-f4019e,A-7988d1,2024-09-28,2024-11-16,0,Basic,monthly,33,627,7524,false,false,false,true,2023-12-20,US,Cybersecurity,other
S-246f9c,A-544d0a,2024-10-27,,1,Pro,monthly,6,294,3528,false,false,true,false,2024-05-02,US,DevTools,organic
S-5639de,A-eb1312,2024-12-13,,1,Pro,annual,25,1225,14700,false,false,false,false,2024-09-16,US,FinTech,partner
S-104053,A-2bc93d,2024-12-20,,1,Pro,monthly,35,1715,20580,false,false,false,false,2023-03-14,US,HealthTech,event
S-4bfe7b,A-9b9fe9,2023-10-16,,1,Basic,monthly,11,0,0,true,false,false,false,2023-09-28,AU,EdTech,other
S-deb65c,A-1f0636,2024-10-30,,1,Basic,annual,105,1995,23940,false,false,false,false,2024-01-01,AU,EdTech,partner
S-cfb108,A-c608c8,2023-06-30,,1,Enterprise,annual,3,597,7164,false,false,true,false,2023-04-27,DE,DevTools,ads
S-e62fc9,A-0651a4,2024-12-23,,1,Pro,monthly,16,784,9408,false,false,false,false,2024-10-16,FR,HealthTech,organic
S-935e79,A-c4ea60,2024-02-19,,1,Basic,annual,58,0,0,true,false,false,false,2023-03-09,DE,FinTech,other
S-92e8cb,A-d4e0d4,2024-10-23,,1,Pro,monthly,117,5733,68796,false,false,true,false,2024-10-18,US,FinTech,other
S-1f4db5,A-2e3bad,2024-09-29,,1,Enterprise,annual,61,12139,145668,false,false,false,false,2023-08-13,CA,FinTech,other
S-4893cd,A-9c18c4,2023-12-26,,1,Enterprise,monthly,11,2189,26268,false,false,false,false,2023-07-27,US,HealthTech,ads
S-0abdec,A-4a4c2d,2023-07-14,,1,Basic,monthly,54,1026,12312,false,false,false,false,2023-05-02,US,DevTools,event
S-31428b,A-86cdb4,2024-12-14,,1,Basic,annual,52,988,11856,false,false,false,false,2024-09-22,DE,DevTools,partner
S-381420,A-42b791,2024-10-25,2024-11-25,0,Basic,monthly,27,513,6156,false,false,false,true,2024-05-20,AU,FinTech,event
S-0a28cd,A-e5d6ab,2023-10-08,,1,Enterprise,monthly,21,4179,50148,false,false,false,false,2023-04-15,US,EdTech,partner
S-25ff39,A-798a3f,2024-03-24,,1,Basic,annual,42,798,9576,false,false,false,false,2023-10-19,FR,DevTools,other
S-a82639,A-89ee83,2024-10-25,,1,Enterprise,monthly,40,7960,95520,false,false,false,false,2024-10-04,US,Cybersecurity,organic
S-ada718,A-f6b2fb,2024-11-18,,1,Basic,monthly,23,437,5244,false,false,false,false,2024-04-23,AU,DevTools,event
S-06e837,A-7c4956,2023-12-17,2024-03-29,0,Basic,annual,9,0,0,true,false,false,true,2023-05-06,US,DevTools,ads
S-b488bc,A-f45426,2024-11-15,,1,Pro,monthly,11,0,0,true,false,false,false,2024-08-05,US,HealthTech,organic
S-d11408,A-781cc0,2024-11-30,,1,Enterprise,monthly,12,0,0,true,false,false,false,2024-09-04,US,EdTech,organic
S-36f26c,A-e36807,2024-12-17,,1,Basic,monthly,63,1197,14364,false,false,false,false,2024-05-17,AU,EdTech,other
S-7cc0ec,A-a6d261,2024-02-25,,1,Pro,monthly,9,441,5292,false,false,false,false,2023-11-29,CA,FinTech,other
S-cb8654,A-94d3da,2024-02-07,,1,Basic,annual,41,0,0,true,false,false,false,2023-05-03,US,HealthTech,other
S-934f6d,A-40a557,2024-11-23,,1,Pro,monthly,16,784,9408,false,false,false,false,2023-12-03,AU,Cybersecurity,partner
S-e9737c,A-3c1a3f,2023-12-28,,1,Enterprise,monthly,29,5771,69252,false,false,false,false,2023-08-26,UK,DevTools,event
S-7f0419,A-84ebe4,2023-06-22,,1,Enterprise,annual,18,3582,42984,false,false,false,false,2023-03-12,US,FinTech,ads
S-e002a1,A-940b8b,2024-06-07,,1,Basic,annual,45,0,0,true,false,false,false,2024-03-19,DE,HealthTech,organic
S-5f30ce,A-9077b0,2024-08-26,,1,Basic,monthly,2,38,456,false,false,false,false,2024-08-25,US,HealthTech,ads
S-557f3e,A-b7ef83,2024-06-20,,1,Enterprise,annual,13,2587,31044,false,false,false,false,2024-05-29,UK,Cybersecurity,partner
S-a3e1e3,A-05d3b3,2024-09-26,,1,Enterprise,monthly,9,0,0,true,false,false,false,2023-05-28,AU,DevTools,ads
S-70a554,A-f19409,2023-08-09,,1,Enterprise,annual,23,4577,54924,false,false,false,false,2023-03-16,US,DevTools,other
S-b35b20,A-0b0d6d,2024-12-31,,1,Pro,monthly,3,147,1764,false,true,false,false,2024-12-30,US,DevTools,organic
S-95d1dd,A-c58f49,2024-09-13,,1,Enterprise,monthly,70,13930,167160,false,false,false,false,2024-07-31,US,EdTech,other
S-540cee,A-202b67,2024-06-22,,1,Enterprise,annual,25,4975,59700,false,true,false,false,2024-03-22,US,HealthTech,organic
S-635570,A-883b7d,2024-05-12,,1,Enterprise,annual,50,0,0,true,false,false,false,2024-03-28,IN,Cybersecurity,other
S-172953,A-e60f9d,2024-12-11,,1,Basic,monthly,29,551,6612,false,false,false,false,2024-08-26,US,FinTech,other
S-0d0202,A-adc1f3,2024-09-04,2024-09-16,0,Enterprise,annual,50,9950,119400,false,false,false,true,2024-08-05,US,Cybersecurity,organic
S-21f8b3,A-7f4db3,2024-09-07,,1,Enterprise,monthly,4,0,0,true,false,false,false,2023-03-05,US,FinTech,other
S-8faa60,A-328bd0,2023-12-15,2024-01-11,0,Pro,monthly,39,1911,22932,false,false,false,true,2023-05-16,AU,HealthTech,partner
S-93cd57,A-6f8ad2,2024-08-16,,1,Enterprise,annual,20,3980,47760,false,false,false,false,2024-07-09,IN,EdTech,organic
S-8ec197,A-7c4956,2023-11-02,2024-10-10,0,Basic,monthly,51,0,0,true,false,false,true,2023-05-06,US,DevTools,ads
S-842638,A-35083d,2024-05-04,2024-06-26,0,Pro,annual,19,931,11172,false,false,false,true,2023-04-28,IN,HealthTech,partner
S-763e52,A-bece89,2024-05-20,,1,Enterprise,annual,26,5174,62088,false,true,false,false,2023-12-01,IN,Cybersecurity,event
S-ed4c45,A-4e44e8,2024-09-15,2024-09-21,0,Enterprise,monthly,78,15522,186264,false,false,false,true,2024-08-20,US,DevTools,ads
S-390955,A-98a59a,2023-09-02,,1,Pro,monthly,56,2744,32928,false,false,false,false,2023-08-04,UK,FinTech,partner
S-3ab534,A-f446b6,2024-01-07,,1,Enterprise,annual,18,3582,42984,false,false,false,false,2023-05-12,DE,DevTools,ads
S-9be237,A-a6d261,2024-09-20,,1,Pro,annual,26,1274,15288,false,false,false,false,2023-11-29,CA,FinTech,other
S-021004,A-186a44,2024-07-05,,1,Basic,monthly,20,380,4560,false,false,false,false,2023-08-07,US,HealthTech,ads
S-e36786,A-5b1bcd,2024-01-10,,1,Basic,monthly,73,1387,16644,false,false,false,false,2023-09-16,US,DevTools,organic
S-4691f1,A-c16cf7,2024-12-07,,1,Basic,annual,13,247,2964,false,false,false,false,2024-10-16,US,EdTech,event
S-d35d49,A-bc87bc,2024-09-11,2024-11-10,0,Basic,annual,18,342,4104,false,false,false,true,2024-07-17,US,FinTech,event
S-374628,A-35083d,2024-07-17,,1,Basic,monthly,19,361,4332,false,false,false,false,2023-04-28,IN,HealthTech,partner
S-36f84f,A-e08cd3,2024-12-08,,1,Pro,monthly,67,3283,39396,false,false,false,false,2024-09-21,US,FinTech,ads
S-e0cd01,A-0cc442,2024-10-21,,1,Basic,annual,45,855,10260,false,false,false,false,2024-07-18,US,EdTech,organic
S-edc542,A-1f0636,2024-04-09,,1,Enterprise,annual,105,20895,250740,false,false,false,false,2024-01-01,AU,EdTech,partner
S-1bbdf0,A-781cc0,2024-10-08,,1,Basic,annual,16,304,3648,false,false,false,false,2024-09-04,US,EdTech,organic
S-a4d121,A-118d55,2024-10-26,,1,Enterprise,monthly,8,1592,19104,false,true,false,false,2024-10-22,US,Cybersecurity,organic
S-5b4149,A-df10db,2023-10-23,,1,Basic,annual,7,133,1596,false,false,false,false,2023-06-06,US,DevTools,other
S-ffe125,A-e89151,2024-04-15,2024-10-07,0,Basic,monthly,20,380,4560,false,false,false,true,2023-09-14,UK,FinTech,organic
S-5aea91,A-427b69,2024-11-06,,1,Enterprise,monthly,34,6766,81192,false,false,false,false,2024-08-23,US,FinTech,other
S-a5baf1,A-c7e58b,2023-12-16,,1,Enterprise,monthly,7,1393,16716,false,false,false,false,2023-06-25,IN,HealthTech,other
S-5aacfa,A-f3ff05,2024-10-19,,1,Enterprise,annual,48,9552,114624,false,false,false,false,2024-07-06,IN,FinTech,other
S-69cc68,A-7f4db3,2023-10-12,,1,Enterprise,annual,7,1393,16716,false,false,false,false,2023-03-05,US,FinTech,other
S-5cff9b,A-0f3e88,2024-11-07,,1,Pro,monthly,7,0,0,true,true,false,false,2023-07-23,US,HealthTech,other
S-573f93,A-50bb9f,2024-10-29,,1,Enterprise,monthly,2,398,4776,false,false,false,false,2024-07-12,US,Cybersecurity,organic
S-ea2c98,A-1ac5e0,2024-11-30,,1,Pro,monthly,33,1617,19404,false,false,false,false,2024-10-20,US,DevTools,event
S-b2f3f3,A-bc87bc,2024-12-15,,1,Basic,monthly,8,152,1824,false,false,false,false,2024-07-17,US,FinTech,event
S-5bc277,A-05d3b3,2023-07-12,,1,Basic,annual,9,171,2052,false,false,false,false,2023-05-28,AU,DevTools,ads
S-d0429b,A-5247b3,2024-11-25,,1,Basic,annual,74,1406,16872,false,true,false,false,2024-03-12,UK,FinTech,partner
S-d2a604,A-20736a,2024-10-03,,1,Pro,monthly,61,2989,35868,false,false,true,false,2024-03-16,IN,EdTech,organic
S-f586ed,A-de24d5,2024-12-06,,1,Basic,monthly,17,323,3876,false,false,false,false,2024-11-05,US,DevTools,other
S-f874e5,A-417d2f,2023-07-16,,1,Enterprise,annual,51,10149,121788,false,false,false,false,2023-07-04,IN,Cybersecurity,partner
S-28d401,A-d792a6,2023-09-03,2024-03-04,0,Basic,annual,5,95,1140,false,false,false,true,2023-01-23,US,DevTools,organic
S-fa05d7,A-180abf,2024-07-10,,1,Basic,monthly,64,1216,14592,false,false,false,false,2023-08-14,US,DevTools,event
S-8ed77f,A-8b0451,2024-12-10,,1,Pro,monthly,41,2009,24108,false,false,false,false,2024-09-16,UK,FinTech,event
S-0d391c,A-f9cc74,2024-12-09,,1,Enterprise,monthly,30,0,0,true,false,false,false,2024-10-12,FR,DevTools,partner
S-beaa35,A-781cc0,2024-11-01,,1,Pro,monthly,12,0,0,true,false,false,false,2024-09-04,US,EdTech,organic
S-d44108,A-7c83a1,2024-11-02,,1,Pro,monthly,12,0,0,true,false,false,false,2024-05-06,US,Cybersecurity,partner
S-925f82,A-c7e58b,2024-07-08,,1,Enterprise,annual,7,1393,16716,false,false,false,false,2023-06-25,IN,HealthTech,other
S-7d43e0,A-f9cc74,2024-10-12,,1,Enterprise,monthly,30,5970,71640,false,false,false,false,2024-10-12,FR,DevTools,partner
S-dc1cf4,A-1986ca,2024-01-05,,1,Enterprise,monthly,20,3980,47760,false,false,false,false,2023-01-30,IN,HealthTech,ads
S-bff3b5,A-10b8f2,2024-03-22,,1,Pro,monthly,47,2303,27636,false,false,false,false,2023-01-11,DE,HealthTech,organic
S-f11653,A-d4e0d4,2024-10-28,,1,Enterprise,annual,117,23283,279396,false,false,false,false,2024-10-18,US,FinTech,other
S-f42cc4,A-f44180,2023-04-10,,1,Enterprise,annual,14,2786,33432,false,false,false,false,2023-02-13,UK,Cybersecurity,event
S-22014f,A-0be015,2024-10-21,,1,Basic,annual,19,361,4332,false,false,false,false,2024-10-15,US,FinTech,event
S-1acdd2,A-7a0d69,2024-10-12,,1,Enterprise,monthly,26,5174,62088,false,false,false,false,2024-06-15,DE,DevTools,ads
S-c85167,A-7a0d69,2024-09-16,,1,Basic,monthly,15,285,3420,false,false,false,false,2024-06-15,DE,DevTools,ads
S-b112eb,A-8bde0c,2024-12-19,,1,Basic,monthly,53,1007,12084,false,false,false,false,2024-11-04,US,DevTools,organic
S-79bf38,A-9779ad,2024-07-29,,1,Enterprise,monthly,40,7960,95520,false,false,false,false,2024-03-29,AU,Cybersecurity,event
S-ab152e,A-3793ee,2024-07-22,,1,Enterprise,monthly,49,9751,117012,false,false,true,false,2023-03-21,CA,Cybersecurity,organic
S-dbde43,A-54d94a,2023-12-17,,1,Pro,annual,27,1323,15876,false,false,false,false,2023-05-01,IN,Cybersecurity,event
S-2bbf5c,A-a09355,2024-10-17,,1,Enterprise,annual,14,2786,33432,false,false,false,false,2024-08-10,US,FinTech,organic
S-dfd629,A-7da956,2024-06-15,,1,Basic,annual,26,0,0,true,false,false,false,2024-06-02,US,Cybersecurity,event
S-233c23,A-39b19f,2024-05-11,,1,Pro,monthly,54,2646,31752,false,true,false,false,2023-02-03,US,FinTech,partner
S-770d98,A-e693b6,2024-11-19,,1,Enterprise,annual,55,10945,131340,false,false,false,false,2023-05-25,AU,FinTech,event
S-972512,A-de24d5,2024-12-14,,1,Pro,monthly,54,0,0,true,false,false,false,2024-11-05,US,DevTools,other
S-3965a4,A-8b25f2,2024-10-08,2024-10-18,0,Basic,annual,47,893,10716,false,false,true,true,2024-02-17,US,Cybersecurity,ads
S-632bba,A-a09355,2024-09-24,,1,Pro,monthly,15,735,8820,false,false,false,false,2024-08-10,US,FinTech,organic
S-307e49,A-4c38bc,2024-06-01,,1,Pro,monthly,36,1764,21168,false,false,false,false,2024-03-09,UK,HealthTech,event
